X (mg);Y (mg);Z (mg)
-49;-45;-40
-17;-51;3
-8;4;16
-21;41;37
-32;58;-36
9;56;-57
0;23;-35
-14;9;-35
-14;-9;-18
-53;-1;-7
-31;2;-50
15;-24;-19
-37;-61;38
-52;-51;26
-17;-16;10
9;35;-9
76;62;-45
71;27;-10
-16;23;23
-48;57;26
-6;24;-20
-31;-19;-13
-74;-22;-12
-51;-27;-27
-28;-34;-14
-61;-30;10
-12;-27;-19
46;-12;-38
40;20;-18
35;34;-38
49;29;-42
0;5;-6
-24;5;-7
-15;-21;4
-37;-34;29
-46;-30;43
-16;-44;18
50;-19;-44
110;56;-102
158;76;-95
81;29;-15
-13;-26;-6
-13;-23;-13
0;-14;-4
-35;-25;18
-69;-17;21
-33;1;-1
-2;23;-8
23;38;-13
48;42;-24
18;56;12
-29;9;11
-38;-20;-2
-38;-20;-2
-27;-27;-21
-24;-21;-15
-31;-15;-28
-14;-3;-39
10;19;-21
10;25;-14
11;24;-24
2;31;-10
-9;15;-19
-23;-7;-20
-28;-5;-4
-22;-7;6
-16;-4;15
9;10;-8
44;35;-42
49;31;-3
7;-27;-2
-19;-19;-18
-12;-5;-18
10;-35;-22
24;-45;-16
26;-22;1
25;-5;-1
16;12;4
1;30;9
6;1;-22
-22;-7;-13
-34;22;-24
31;27;-55
80;1;-5
53;-10;18
20;7;1
21;14;-6
-7;-11;15
-84;-11;16
-69;17;-51
-7;50;-33
-9;26;-6
-14;6;-14
7;5;-37
12;12;-30
-1;12;8
-26;17;-8
8;21;-36
12;11;16
-57;-7;9
-85;-17;-21
-57;-4;-13
-22;22;-19
-12;48;-4
-1;57;-17
24;50;-20
11;39;-29
-33;29;0
-75;19;14
-68;-4;-23
-12;2;-44
-9;-7;-21
-35;9;-18
-20;10;-13
-30;-15;-17
-90;24;30
-92;48;-2
-37;19;-101
16;45;-30
7;44;-48
10;4;-84
-12;56;-7
-10;40;-21
-70;15;11
-161;22;11
-165;-5;-12
-126;24;-38
-28;35;-7
25;3;-25
11;14;3
-10;44;27
-24;15;-11
-34;-10;-19
-85;-9;-15
-145;27;1
-117;24;-2
-38;17;22
-14;-16;-33
-20;-8;-36
-43;79;55
-81;142;-10
-134;131;-60
-69;105;-77
-2;76;-38
-29;12;33
-82;-19;-31
-26;-56;-68
-25;-28;-34
-135;50;-46
-197;55;-97
-108;50;-116
2;86;-71
41;47;-98
17;18;-63
-49;-39;15
-153;-97;12
-191;-67;2
-132;24;-39
-58;97;-81
-9;102;-76
-8;87;-45
-45;66;-73
-48;103;-28
-30;70;45
-127;-1;98
-254;18;50
-205;15;50
-140;28;-21
-119;77;-120
-95;109;-101
-34;103;-181
-6;-21;-117
-70;-116;-31
-123;-53;13
-187;26;41
-195;65;-61
-124;133;-127
-73;148;-130
-62;128;-95
-42;54;-56
-72;-28;-92
-156;-35;-26
-148;-24;-22
-114;-81;-90
-100;37;-37
-49;92;-132
3;34;-133
-29;46;-111
-113;48;-53
-172;115;-42
-59;204;-147
124;72;-204
131;-109;-146
23;-99;-63
-44;21;-65
-46;77;-29
-73;-15;-8
-61;-72;-98
50;-21;-32
125;146;-113
117;146;-106
74;41;-101
140;-46;-70
77;-100;-48
39;-75;-17
-4;55;-28
56;126;-116
184;-40;-90
199;-140;-65
138;-83;8
128;-33;-111
106;89;-40
124;132;7
215;-45;-37
211;-198;56
226;-152;40
227;33;28
162;32;149
174;24;5
253;-84;46
209;-171;27
200;-112;53
198;1;-11
206;76;76
194;-49;62
269;-81;41
275;-108;71
214;-163;85
209;-140;135
232;-176;131
194;-210;118
86;-233;118
57;-171;-18
216;-34;-17
309;-32;-8
272;-62;160
236;-102;260
213;-78;275
132;-55;252
88;-135;290
65;-155;167
22;-81;77
53;-198;131
107;-167;84
124;-82;115
138;0;24
150;71;50
114;43;8
44;20;-6
17;-35;14
41;-80;4
38;-89;39
8;-86;10
17;-24;-48
51;-8;-69
61;-8;-39
54;72;-22
76;72;76
70;16;85
-1;128;-9
42;108;4
110;-59;14
97;-97;-42
173;-123;40
184;-273;106
10;-81;-4
42;65;61
205;-30;85
163;-12;3
183;31;61
170;-244;182
-9;-74;-18
69;74;90
124;-121;138
22;15;0
133;131;38
180;-60;66
56;44;-128
184;103;-10
136;-45;41
-35;37;87
-79;-33;189
-40;161;-38
170;300;-44
288;33;-84
198;-130;-160
198;-66;31
47;-180;158
-199;-80;-20
-113;176;129
106;-48;-167
81;-199;-184
198;-116;-279
287;42;-162
150;11;-50
33;92;-32
1;87;123
-194;-10;157
-120;25;61
-23;-110;-11
-76;-72;-155
107;96;-223
176;125;-177
89;109;-37
44;-71;132
-155;-171;105
-64;-59;76
-25;-36;-8
-97;106;-24
53;194;-113
137;159;-51
81;32;-83
124;-21;-114
-30;-41;-46
-223;-40;21
-201;-30;120
-152;-34;24
-107;8;-60
70;5;-154
165;115;-182
155;114;-175
82;14;14
-159;-106;118
-248;5;-39
13;70;-76
47;2;-24
0;-40;-6
46;20;38
-74;73;2
-110;38;-115
-30;-58;-44
-145;-117;-22
-77;-34;-101
120;79;-92
91;68;-3
-8;-53;44
16;-79;29
-60;4;144
-200;-72;7
-107;90;-91
100;161;-186
50;167;-130
68;44;-121
47;-13;-64
-42;-70;30
-47;-100;27
-60;-91;95
-86;-9;32
36;25;-58
69;40;-35
2;17;-115
-3;-18;-74
11;-24;-4
-70;-25;5
-72;37;19
21;73;-2
-27;10;60
-58;15;-6
24;52;-64
-1;46;9
-40;4;-37
27;-35;-89
27;-62;-60
-43;-77;-50
10;-31;-45
-8;1;21
-73;7;18
6;56;6
58;113;34
27;125;35
31;61;-2
37;-4;31
-27;-64;31
-80;-63;-15
-37;-36;-61
1;-26;-88
47;-27;-56
43;-8;-53
24;28;-32
44;6;6
14;-27;3
17;0;-29
12;23;26
-90;-12;35
-55;14;-30
29;51;-50
5;48;-48
11;19;-57
-17;-22;-25
-34;-24;-21
27;-32;14
5;-36;62
-29;-8;26
47;45;-25
81;43;-44
38;-3;-26
13;-37;-33
-22;-5;-26
-45;37;4
-3;33;-11
4;38;-6
-21;27;-5
5;31;-24
39;6;-30
10;-32;-13
-8;-45;-32
42;-41;-21
-1;-20;-6
-32;-5;-26
12;-3;-19
1;11;-7
-4;33;-34
-6;44;-13
-13;30;-27
24;28;-16
-3;4;-6
-10;9;-19
47;9;-8
29;-20;-21
-24;-7;-45
-1;-21;-22
-31;-17;7
-125;4;-12
-107;-11;-25
-31;-25;-15
17;-13;-34
11;5;-24
-23;18;-5
-7;53;-2
-4;18;28
-72;-31;40
-65;6;17
-21;27;-4
-22;19;0
-22;16;-15
-23;14;-9
-23;10;-36
13;-7;-30
-13;-35;16
-51;-33;13
-25;-2;-16
31;12;-19
26;18;-10
-1;19;-20
-5;8;-31
-18;0;-13
-6;6;-48
43;10;-37
9;3;21
-24;22;1
3;50;8
19;49;8
14;18;-10
5;-8;4
-14;-2;-6
-13;-16;-16
-15;-32;-11
-48;-22;-30
-18;12;-43
-8;-10;-22
-13;-16;-3
57;18;-45
98;6;-26
94;-3;11
38;-16;5
4;1;5
-4;2;-12
-8;-10;-29
-1;-29;-27
-6;-44;-15
-4;-31;-5
23;-23;0
46;-16;2
50;-8;24
24;-4;46
27;-12;23
49;-26;34
7;-20;-8
-16;-3;-39
-8;45;-32
-20;90;-37
-37;50;-25
8;12;-11
43;-2;-16
18;12;-6
2;22;-22
15;22;-56
-13;24;-5
-51;12;-34
-42;16;-39
-49;46;-22
-72;36;-16
-56;0;-8
-28;-3;-4
-18;11;1
-16;-8;4
-14;-8;-12
6;23;-39
46;31;-35
23;10;28
-17;-21;13
-16;-16;-5
-6;-3;-5
-21;-16;-8
-29;-32;-28
3;-12;-36
30;12;-19
27;20;-12
32;17;1
16;8;9
-3;2;-10
-7;-2;5
-15;-2;-5
2;-1;-25
9;7;-22
-6;25;-26
-33;-16;2
-99;-44;24
-121;6;78
-75;47;100
-35;18;64
-34;32;30
-20;68;58
25;78;58
50;59;-11
-5;35;-38
-29;81;-31
9;38;-133
-49;11;-64
-36;26;-71
-5;-74;-136
-11;-80;-134
46;-29;-142
74;-7;-74
13;57;-49
19;79;-56
15;19;-1
-53;-18;9
-96;-10;-5
-86;3;-44
-26;-18;-74
19;-24;-54
-23;1;5
-38;65;-34
-3;88;-22
18;37;29
-22;-15;12
-66;19;-40
-9;69;-52
-35;27;-17
-75;15;-36
-10;13;-30
-12;3;-14
-60;41;20
-99;25;55
-173;10;78
-161;40;36
-67;35;-11
17;39;-9
10;41;-30
-32;39;-12
-88;-15;9
-169;-65;36
-187;3;-45
25;80;-147
100;-3;-12
-13;-4;57
-30;34;-18
55;57;-23
43;-3;34
-87;-16;83
-145;29;-10
-29;78;-26
50;-3;-100
-4;-20;-152
45;47;-88
78;19;-30
-60;-71;73
-183;-60;86
-93;81;-25
106;99;-117
105;57;-70
19;5;-68
-20;-42;-11
-102;37;12
-103;139;-42
-6;111;-2
-32;5;8
-156;-54;-43
-110;-58;-26
-11;-33;-24
-36;-88;-43
-36;-88;-43
-82;-82;-15
-45;40;7
-63;115;13
-71;156;-9
-79;180;-31
-31;144;-8
23;93;-20
-16;54;-42
-63;-5;-55
-97;-13;-62
-102;-79;-11
-130;-45;-6
-148;64;-56
-63;52;-113
-56;-35;-109
-43;-15;-88
-40;-46;-75
-98;-19;-6
-68;13;-69
-19;46;-99
-41;92;36
-83;235;-21
-60;231;-46
-152;21;5
-219;-5;-55
-204;100;-119
-64;71;-49
-43;-132;-100
-124;-114;-133
-40;64;-43
-57;117;-18
-110;86;-62
-100;40;-61
-119;8;-85
-114;16;-39
-41;43;-120
18;39;-160
22;-36;-110
-59;-12;-100
-132;92;-96
-74;136;-126
-52;30;-116
-73;-18;-85
-9;29;-68
70;22;-81
23;-48;-55
49;-6;-90
38;47;4
-56;112;-120
117;98;-115
171;-9;-29
96;-13;-31
139;5;-43
169;-39;13
128;-17;-70
244;-67;-75
212;-127;-57
140;-4;-72
297;-46;25
335;-172;3
245;-167;32
137;-79;106
139;46;118
253;-37;90
378;-87;-11
416;-200;91
313;-297;89
205;-195;48
210;-67;106
169;-38;159
147;-136;145
289;-193;149
339;-215;201
276;-222;255
260;-119;219
218;19;154
155;-66;265
140;-167;158
139;-212;132
89;-321;87
35;-226;169
132;-76;67
191;-95;163
259;2;6
207;35;60
158;89;-9
8;115;-6
-127;-9;59
-113;-99;6
-15;-47;0
48;-4;-25
53;30;-43
28;-7;-60
-46;-63;-85
-54;-4;-76
-15;10;-66
0;93;-80
5;131;-47
18;111;-82
22;74;-93
5;64;-68
-48;35;-7
-35;-10;38
22;-41;53
38;-36;51
48;-25;41
100;-53;7
125;-136;33
98;-108;0
97;-80;34
89;-155;63
30;-93;41
49;-50;92
87;-13;90
71;49;81
113;-18;123
105;-18;42
112;110;-12
192;-36;65
175;-202;63
102;-128;97
70;-200;138
8;-134;2
44;64;-6
181;39;15
251;83;-43
256;212;-1
170;-53;275
-218;-77;21
-149;186;-30
120;-32;66
126;-134;-130
266;-53;-52
329;-25;81
181;105;-26
212;97;26
125;-69;120
-64;-107;65
-83;-137;93
-77;-50;-171
155;-1;-83
250;-35;-71
139;-12;-144
99;20;101
-276;-13;26
-236;110;-168
125;-67;-117
99;-136;-76
146;44;8
152;105;52
64;164;-86
95;21;44
-138;-146;28
-228;23;-46
-229;82;-21
-133;105;-145
146;9;-90
237;-4;-82
217;-5;-43
64;37;133
-177;-57;176
-81;-12;-67
29;18;-11
-100;62;-93
89;113;-204
160;32;-126
24;-59;-63
-29;-64;74
-241;-126;135
-251;36;27
150;125;-22
134;-22;-94
87;1;-163
148;1;-65
-86;-21;10
-267;30;-35
-78;84;-92
17;-60;-6
-84;-95;1
20;28;-23
-50;89;-72
-24;32;-101
81;-106;-86
31;-25;-35
28;100;62
-41;116;99
-112;19;53
-70;-62;-24
-29;-59;-59
-7;-51;-90
22;-24;-37
45;56;-56
92;87;-77
62;-35;-4
-33;-104;3
-131;7;5
-180;44;94
-188;12;12
-19;69;-98
79;83;-122
60;81;-131
49;-15;-60
-110;-64;96
-254;-8;57
-30;62;-39
91;-25;33
-23;-59;22
37;22;-59
71;12;-44
-30;-43;-39
6;-34;-68
92;16;-81
46;28;9
10;13;26
-12;42;9
7;61;-26
18;20;-42
17;-1;-31
8;-63;36
-28;-56;-26
52;-13;-50
80;-22;3
54;-40;-21
58;-25;-45
17;-18;-4
-40;-31;79
62;6;0
82;4;-9
57;-1;-42
56;14;-8
-27;20;10
-21;34;-39
70;21;-42
17;7;9
-16;31;-29
-22;25;-41
-55;-45;-4
-80;-77;-4
-56;-13;-4
-60;30;1
-5;5;-53
80;32;-84
73;70;-68
35;59;-36
-42;23;-10
-76;-12;9
-98;-40;55
-140;-46;51
-57;7;-53
35;-4;-69
25;-16;-44
27;13;-28
5;57;-42
6;83;-38
-33;34;21
-117;-8;29
-98;-7;-8
-22;-20;-21
-13;12;-27
13;22;-44
19;-28;-34
21;-6;-35
30;27;-37
-1;11;-3
-17;14;8
1;27;13
8;1;2
11;3;14
13;41;39
-7;55;25
32;0;1
21;-113;16
-46;-132;-9
8;-44;-43
58;-8;-42
5;19;-8
11;10;-9
32;16;-11
-4;21;2
-5;26;14
4;34;8
19;36;-50
65;32;-26
44;-7;-20
-16;-34;-15
16;-60;-34
20;-2;8
1;35;4
26;46;-6
32;16;-26
5;-10;-18
33;-10;-27
41;-40;1
-11;-50;0
12;-34;-50
48;-40;-37
-6;-22;3
-7;37;14
24;83;6
14;66;13
-12;29;3
5;0;-20
9;-44;-35
38;-24;-54
95;-38;-32
51;-79;-26
34;-61;-29
67;-49;-52
42;-72;-34
-12;-57;-12
-30;-4;-32
-14;26;-26
-11;55;32
28;61;7
69;55;30
28;52;58
-9;51;57
9;33;45
38;-8;-4
32;-39;-23
27;-41;-7
40;-43;-13
31;-45;1
33;-24;12
18;-21;51
-11;-37;39
-3;-25;-6
39;31;-39
69;44;-26
73;29;-46
68;11;-49
29;-7;-17
43;-24;-13
51;-56;-14
-3;-53;-25
-3;-43;-32
6;-36;-34
-11;-33;-32
11;-18;-13
32;-4;-6
19;24;-20
15;33;-4
6;41;23
-20;46;1
-31;40;-2
-23;50;-29
11;28;-52
11;-16;-33
12;-44;-42
-2;-7;-68
-150;41;-82
-435;221;-244
-832;310;-204
-980;251;-56
-676;186;158
-55;314;80
266;314;71
412;206;-94
204;-224;138
30;-612;142
46;-504;149
174;-256;234
431;67;211
454;125;42
191;25;30
-6;-75;-25
-142;-154;-135
-299;-95;-225
-354;-75;-220
-222;30;49
-59;242;6
20;291;-2
91;207;5
143;95;-4
125;8;-25
90;-82;35
99;-139;69
113;-121;95
87;-131;170
51;-162;341
44;-105;473
67;-47;412
99;11;297
134;2;191
179;3;66
144;-39;65
68;-59;126
-85;-86;232
-183;-3;202
-240;180;219
-247;59;433
-200;-254;641
-127;-551;733
10;-714;478
-95;-648;735
-193;-1023;794
-119;-1436;470
-184;-1122;508
-111;-905;538
158;-1160;589
215;-753;525
68;-357;544
77;-174;592
345;-243;597
605;-270;588
731;-113;567
761;181;456
707;524;345
579;800;280
441;982;216
339;1147;181
286;1261;151
271;1211;127
280;1094;71
261;1070;16
189;1043;-3
118;1033;2
77;1092;-13
78;1201;2
98;1264;78
132;1173;163
184;995;271
253;836;381
311;643;518
379;407;587
460;172;564
525;-44;488
561;-198;428
590;-306;305
600;-376;228
580;-383;163
542;-361;73
506;-324;40
494;-297;-53
496;-244;-36
496;-203;-71
501;-195;-91
524;-203;-110
527;-204;-138
508;-214;-155
474;-217;-146
441;-225;-120
408;-248;-69
381;-285;-21
352;-304;14
322;-280;61
281;-231;122
241;-174;162
216;-122;164
197;-109;175
180;-133;146
165;-161;102
146;-179;95
124;-209;76
112;-216;58
106;-191;65
109;-152;64
115;-104;68
113;-55;69
98;-28;75
82;-23;57
73;-23;60
71;-32;60
70;-35;38
61;-46;22
126;-129;46
97;-169;-28
-128;-55;7
81;-5;167
70;-161;16
-119;162;-25
-108;278;-48
9;181;-96
84;73;-138
111;89;-126
68;29;-89
43;-63;-72
8;-94;-52
6;-98;-30
26;-86;-5
44;-65;12
52;-49;32
50;-15;50
32;32;68
14;53;81
12;45;72
19;30;56
24;13;42
24;1;4
26;0;-17
29;1;-30
32;8;-36
23;31;-34
9;55;-34
-9;79;-36
-21;90;-33
-18;99;-14
4;89;3
6;81;5
-25;54;25
-13;53;25
-26;62;40
-34;63;47
-26;79;39
-4;107;44
25;118;51
43;110;58
39;81;61
27;58;68
14;54;68
17;58;62
13;48;46
8;31;33
4;40;27
3;53;26
7;58;28
14;78;30
9;36;108
101;157;40
-11;189;23
26;96;-15
59;72;-9
40;40;-2
38;45;-6
14;68;-11
-14;67;-7
-2;38;-7
29;39;1
59;40;4
64;58;9
52;45;16
40;9;5
50;-2;-4
60;-10;-10
62;-31;-20
55;-29;-27
50;-11;-24
45;7;-21
45;7;-21
38;24;-20
30;32;-15
23;19;-6
16;1;3
15;-15;1
17;-8;0
14;8;-1
17;-5;-12
27;-19;-15
27;-13;-15
16;-3;-14
7;18;-11
13;31;-5
8;37;2
-1;41;7
1;42;13
-6;39;17
2;31;16
-7;28;19
-15;27;18
-24;38;18
-17;47;14
-10;59;5
-3;63;1
-5;73;8
4;57;10
-7;47;18
-14;43;16
-18;55;20
-8;54;22
-6;45;23
-12;38;30
-16;35;31
-22;33;33
-17;31;26
-17;36;16
-10;23;4
-1;16;1
2;17;-3
2;18;0
1;13;3
-2;14;4
-11;17;7
-13;20;6
-14;21;5
-13;20;4
-15;20;7
-10;9;9
-9;-17;9
-23;-15;17
-15;-34;27
6;-102;161
114;73;116
-40;163;-9
45;-4;-71
-56;17;3
6;-10;-3
6;9;12
52;14;52
-29;44;45
-36;62;73
-7;11;66
6;13;49
13;26;55
12;-3;51
3;-44;39
2;-73;26
-8;-68;7
-10;-54;-11
-8;-67;-22
-1;-88;-25
3;-88;-21
-4;-60;-11
-23;-27;-9
-43;-10;-11
-39;-32;-13
-31;-53;-13
-18;-58;-19
-16;-45;-26
-27;-31;-19
-33;-37;-15
-37;-52;-11
-40;-62;-2
-40;-67;20
-45;-72;42
-10;-7;10
-4;-7;7
4;-18;6
0;-16;11
-2;-7;16
-2;-1;18
-7;-5;18
-8;-8;15
-5;-11;13
-12;-12;10
-15;-9;4
-15;-15;3
-13;-13;3
-8;-3;5
0;18;9
1;19;11
0;16;15
-5;1;9
-4;1;6
0;2;2
0;9;13
-1;3;10
-4;0;11
-6;-2;14
-5;-5;14
-1;2;12
3;9;17
2;12;21
1;11;24
-5;4;25
-15;-5;22
-24;1;18
-28;10;10
-23;19;8
131;2;-26
23;-12;-11
-56;6;-5
433;-296;46
214;-132;32
-23;12;67
27;-45;79
94;-37;97
186;-82;116
222;-140;138
192;-156;161
174;-166;180
189;-187;197
204;-201;208
216;-199;215
222;-183;217
221;-151;211
216;-114;204
208;-77;192
195;-42;179
184;-2;154
173;34;120
166;61;80
153;75;46
131;74;16
106;64;-14
85;53;-32
74;56;-44
66;67;-47
62;77;-49
63;80;-46
69;74;-40
78;66;-26
82;56;-14
82;57;-8
77;65;-5
71;68;6
69;86;5
68;120;2
61;162;-2
43;196;-2
19;204;-9
0;195;-19
-13;166;-24
-13;137;-24
-16;113;-19
-22;108;-12
-31;116;-10
-40;133;-20
-39;156;-41
-32;178;-67
-18;186;-89
-3;175;-105
15;149;-117
30;114;-120
43;79;-119
53;47;-120
65;19;-119
75;-7;-118
80;-33;-119
83;-57;-126
86;-73;-123
92;-82;-117
92;-87;-120
97;-89;-124
103;-90;-121
98;-94;-108
86;-98;-95
71;-101;-88
58;-94;-73
49;-78;-60
49;-63;-52
52;-39;-45
56;-4;-40
57;28;-36
60;41;-40
62;50;-40
61;50;-24
49;46;-11
38;54;10
29;72;21
20;91;26
19;110;21
26;122;13
46;128;-4
71;122;-15
94;98;-20
108;73;-5
120;58;12
128;52;36
133;40;51
139;24;65
143;13;75
138;9;83
130;10;96
130;-1;108
131;-22;127
133;-53;132
135;-96;133
128;-120;146
123;-117;151
126;-87;148
131;-53;163
120;-31;202
96;-30;239
66;-32;275
31;-40;305
-9;-59;319
-55;-88;320
-102;-108;327
-152;-114;315
-201;-114;297
-244;-111;258
-271;-86;205
-293;-75;204
-310;-53;190
-321;14;126
-337;67;113
-339;105;85
-309;120;81
-254;171;62
-208;264;41
-172;408;-27
-148;545;-91
-148;602;-123
-120;625;-190
-44;607;-231
25;591;-274
40;539;-275
64;491;-202
78;409;-182
83;296;-146
94;232;-74
125;234;20
144;273;179
128;273;362
104;131;437
102;25;440
99;-24;428
216;-4;289
243;3;103
198;63;-2
187;-27;-86
144;-149;-127
129;-214;-196
112;-215;-258
42;-213;-235
15;-104;-170
-2;8;-159
-35;105;-179
-78;188;-192
-114;216;-167
-126;180;-164
-140;167;-132
-170;207;-82
-159;204;-62
-141;204;-25
-125;210;42
-88;189;108
-76;194;161
-69;207;212
-36;170;260
-17;91;304
-12;45;352
-15;29;449
-19;-82;640
-13;-604;1369
315;-1333;1560
727;-972;584
506;-429;10
186;55;-250
274;462;-427
336;580;-391
269;361;-226
133;23;-49
-10;-153;30
-118;-119;84
-153;12;108
-146;95;58
-138;112;37
-141;44;34
-96;-54;18
-42;-73;19
20;-61;-17
86;-13;-55
117;70;-59
125;150;-40
115;156;-42
68;88;-30
38;2;-30
25;-23;-29
7;-25;-61
-48;-45;-82
-110;-72;-46
-96;-64;-27
-106;-58;-33
-132;-30;35
-71;10;110
-9;54;173
23;109;173
12;116;155
16;108;150
22;110;130
21;96;123
-13;70;123
-27;4;88
-22;-38;96
-43;-46;72
-54;-23;64
-49;11;67
-43;13;71
-23;-6;51
-28;30;52
-26;30;70
42;-23;50
53;-46;57
41;-107;67
80;-168;-21
53;-150;-76
52;-80;-61
124;26;-51
139;112;-48
90;132;-53
54;112;-6
34;85;10
-3;45;18
-40;8;51
-54;-11;85
-64;26;113
-64;88;122
-38;124;91
-7;127;41
15;101;-33
51;50;-100
77;16;-119
86;15;-122
51;66;-97
56;103;-99
79;82;-102
86;67;-98
67;48;-64
37;37;-36
5;22;-14
7;42;32
54;13;78
102;-85;83
142;-105;18
147;-62;-101
60;-48;-86
-23;-59;81
-23;-49;-62
-15;-86;-171
7;-153;-311
6;-199;-377
-17;-241;-380
-80;-278;-278
-111;-176;-140
-97;-44;-10
-73;45;105
-73;164;235
-125;226;313
-135;122;268
-92;8;154
-19;-53;33
31;-34;-55
42;-24;-83
30;-20;-24
-8;64;104
-49;145;201
-57;109;222
-55;26;183
-64;-28;122
-50;-7;24
-66;7;6
-71;50;18
-47;84;58
28;74;86
86;57;124
62;77;111
26;33;52
13;-17;13
-8;-2;46
17;74;56
51;58;23
38;-2;-23
-21;-53;-64
-57;-113;-63
-92;-115;-7
-96;-116;12
-75;-160;3
-36;-116;38
-11;36;37
4;89;-28
44;57;-76
68;62;-65
67;77;-46
27;70;28
-3;72;77
-44;62;122
-105;23;158
-133;6;166
-139;-14;85
-146;-86;120
-125;-57;109
-44;-22;-21
38;0;-103
97;37;-116
93;30;-123
25;-11;2
-16;5;79
-48;13;76
-61;27;73
-46;27;11
-30;21;-35
-36;21;-31
-34;33;-40
-24;33;-28
-25;14;-55
-46;16;-59
-51;40;70
-78;-36;-58
-76;-18;10
-72;70;27
-60;82;-40
-47;84;-76
-46;82;-49
-78;98;32
-111;101;18
-118;70;-15
-109;64;-9
-90;51;3
-87;27;17
-114;8;18
-141;36;6
-148;78;-14
-146;77;-28
-139;67;-48
-126;45;-40
-131;9;-7
-128;-8;24
-106;26;-59
-89;111;-25
-104;176;-20
-93;155;-25
-140;73;9
-154;11;6
-158;-31;-1
-114;-23;-9
-95;-17;-58
-72;91;-46
-10;79;-62
-28;-36;10
-48;9;-7
-72;-62;-1
-85;-6;25
-60;31;41
-32;9;-29
-4;57;-7
10;98;-15
7;122;-59
25;104;-82
14;36;-29
-57;-30;-15
-92;-22;-34
-62;-23;-12
-27;-58;27
-5;-52;-18
13;-36;-78
32;-20;-96
48;14;-136
49;53;-123
18;78;-61
-19;150;-21
-46;135;-16
-64;139;4
-58;115;17
-53;58;-10
-38;6;-27
-22;-29;-70
1;-37;-107
25;-65;-111
8;-62;-70
-12;33;-20
-8;48;-34
-33;28;-9
-41;83;5
-40;73;31
-24;59;-36
-14;5;-25
-18;51;-46
22;22;-81
26;-2;-66
-8;15;-51
-14;6;-77
-16;-13;-41
-17;-4;-21
-5;13;-33
15;13;-8
17;44;-41
27;28;-28
53;27;-63
71;-12;-41
20;-2;-44
-10;32;-29
-1;53;-13
18;47;-29
5;28;-9
12;19;-23
25;15;-13
27;-28;-58
49;-5;-43
79;15;-48
86;-6;-37
59;-25;1
19;-16;-4
25;35;-16
62;53;-25
73;53;-3
65;44;0
85;55;8
104;6;0
121;-63;-16
127;-79;61
100;-40;-19
120;-88;-61
152;-22;32
161;-26;17
165;10;31
165;10;31
152;-58;97
82;-4;-25
129;47;32
180;27;-26
225;17;58
140;-77;69
83;-35;-5
104;-39;42
80;-21;-1
102;48;67
104;-48;68
110;-106;26
135;-71;64
149;-36;102
125;-24;123
105;-32;117
92;-5;113
107;-16;108
149;-79;35
150;-157;93
68;-163;138
44;-86;160
52;-64;155
70;-77;148
77;-67;157
38;-21;127
31;11;95
46;-5;113
39;-17;11
55;18;33
70;20;38
119;-26;44
129;-46;151
31;-89;203
-41;-97;188
-33;-138;146
-5;-206;31
65;-165;7
104;-89;-10
131;-57;56
103;-51;64
56;10;3
63;-102;98
65;-86;14
17;143;63
-92;217;97
-101;151;147
-42;81;120
-18;56;44
-53;14;50
-72;-26;33
-7;-62;86
38;-69;-22
68;-61;-115
80;-60;8
85;-89;6
97;-26;-21
51;-13;97
-10;-34;46
15;87;44
-9;122;83
-47;52;58
-21;43;46
65;22;37
105;0;17
153;-77;64
140;-359;146
71;-278;38
-3;100;50
-41;226;77
24;128;88
116;31;102
221;33;-1
348;38;-54
358;-213;146
187;-523;110
1;-202;80
-66;178;97
-18;235;-30
3;102;53
99;-72;105
245;-257;43
276;-133;72
204;-187;58
108;-93;20
46;48;-2
28;85;11
99;124;-12
169;118;-15
108;22;30
43;156;188
26;-14;89
-36;156;89
-7;43;62
-95;-121;-9
-52;-4;-25
40;33;-52
167;60;-10
244;-29;45
167;-19;-23
88;80;64
40;49;8
56;27;15
27;-7;10
110;29;-16
90;-39;53
-36;-21;19
83;10;112
54;-87;38
13;106;-21
77;71;1
66;-40;-70
-9;-43;-34
-12;-51;-55
97;-52;-80
-5;-167;20
-115;-139;35
-56;18;-23
3;149;-107
79;129;-175
105;82;-135
13;82;-47
-42;19;41
-61;-98;57
-94;-172;100
-120;-128;41
-85;9;18
-106;51;7
-81;0;-45
0;-38;-25
7;5;-45
45;125;-67
-14;77;38
-166;-109;75
-95;-97;-3
-29;17;-11
-55;61;-4
-22;23;3
-27;15;12
-8;42;40
-45;32;58
-81;61;-57
46;124;-141
60;21;-61
-52;-69;-23
-24;-22;-44
-11;34;11
-107;20;38
-87;-6;-6
17;-25;-50
33;-68;-52
-16;-65;-28
-11;-27;-42
5;0;-41
0;35;-34
-29;41;-7
-78;47;18
-59;73;-11
-23;67;-19
-4;4;-23
5;-71;-14
3;-102;1
-2;-54;-8
5;9;-17
-10;18;21
-48;-24;47
-36;8;43
5;17;37
-19;-14;21
-48;-13;17
-22;19;17
-15;39;22
-13;40;20
-24;12;7
-9;0;-1
-16;21;23
-82;1;53
-69;-35;44
-19;-23;33
-6;-8;16
13;12;0
28;22;-24
6;8;-24
-4;-3;-19
-20;3;-3
-32;-11;4
-11;-7;-3
19;22;0
32;23;2
20;12;18
-50;-23;38
-82;-46;31
-31;-38;3
-18;-32;-3
-19;-37;-17
16;-21;-26
51;-9;-10
