X (mg);Y (mg);Z (mg)
168;-14;-1
120;-17;67
81;-35;6
179;6;19
234;-58;24
241;-75;-16
242;-78;83
208;-97;38
200;-88;108
147;-102;135
106;-90;82
96;-46;82
100;-71;96
90;-79;85
127;-83;133
138;-145;161
129;-130;160
109;-97;162
99;-44;123
106;-1;131
133;-5;116
133;-29;113
104;-79;121
69;-128;83
79;-66;42
93;-77;101
72;-139;132
30;-120;76
30;11;27
57;83;54
68;61;-10
84;12;4
58;-97;65
-9;-111;8
-18;-48;17
9;-64;34
15;-58;-27
5;48;-68
14;99;-63
32;57;-53
34;71;-48
41;83;-17
65;73;-6
93;29;-4
85;-3;-18
59;-98;36
-9;-142;-9
22;-71;-93
129;-30;-18
170;-25;-85
216;-76;-105
210;-128;100
19;-325;103
-159;-67;-31
-93;238;82
17;221;19
76;152;-87
261;48;-153
370;-93;-54
285;-171;89
27;-271;124
-140;6;79
-93;116;97
1;194;42
125;169;42
309;109;-6
483;33;-22
407;-217;215
-37;-546;415
-380;-125;178
-252;339;-153
21;439;-125
248;8;-194
321;-85;-122
268;-335;66
-84;-420;159
-224;34;47
-34;265;43
12;99;105
-6;44;91
44;146;12
121;57;-244
215;-13;-201
254;-134;-58
137;-242;44
34;-156;115
4;-110;204
-72;-132;338
-130;9;501
-110;282;237
47;535;-456
278;345;-366
304;3;-110
115;-313;-78
-35;-375;26
4;-118;84
28;43;200
-67;48;425
-170;-44;531
-145;137;-62
139;303;-481
382;206;-542
406;9;-385
269;-155;-74
73;-167;184
-64;-47;191
-126;9;332
-224;1;217
-199;93;69
-89;59;64
50;-57;-141
136;-84;-346
211;54;-290
177;85;-96
93;146;-31
-16;110;82
-115;-46;88
-105;-112;-37
-10;-80;-91
74;-27;-131
115;48;-167
96;91;-113
42;136;-94
55;84;-60
22;-77;15
-86;-157;10
-112;-81;-54
-61;25;-98
-24;98;-102
-13;118;-63
-60;94;-28
-76;61;-50
-11;-4;-69
-24;-68;-59
-55;-79;-46
-72;-77;-34
-102;-30;-13
-83;98;-41
-46;157;-67
-38;123;-67
-16;54;-48
-7;14;-26
-29;18;27
-24;0;-32
-15;-21;-71
-45;0;-8
-51;11;-36
-20;54;-96
2;75;-80
-1;46;-75
-23;2;-42
-61;-36;23
-74;-117;12
-46;-215;-24
-17;-158;-22
-34;0;-4
-27;116;-59
-10;141;-48
-13;105;-42
-12;15;-38
-44;-71;11
-91;-87;36
-72;-39;-19
-31;-1;-21
-17;46;-14
1;48;-48
-2;-20;-61
-23;-63;-45
-37;-62;-15
-32;-14;17
-50;25;36
-39;74;-2
7;118;-35
16;86;-35
-7;1;-18
-9;-38;-36
-13;-41;-9
-26;-18;0
-24;0;-8
-23;-9;0
-26;-7;-14
-13;-5;-32
-2;-5;-18
-6;15;2
8;56;-8
25;76;-31
-30;24;-3
-51;-20;46
48;40;-72
32;-6;-80
-24;-78;2
-8;-46;-32
11;5;-6
48;53;-8
45;41;12
7;7;6
-22;-16;-24
-32;-21;-26
-25;13;-44
-16;39;-36
-7;42;-45
-3;28;-20
-3;-7;-11
-10;-47;-4
-24;-56;13
-13;-42;1
-1;-9;-24
-9;14;-36
-6;25;-26
-3;7;-38
-25;-26;-30
-29;-14;-25
-15;2;-10
-34;-11;5
-59;-27;4
-45;13;-2
-12;43;-12
24;34;-28
28;5;-13
8;-36;7
1;-29;-6
18;7;-22
34;23;-36
33;18;-29
20;9;-17
6;-1;-21
6;-2;-18
4;15;-2
7;36;-9
4;25;0
-1;3;-7
-6;-7;-13
-17;-14;-15
-16;5;-21
-4;31;-22
6;47;-27
0;37;-12
-17;24;1
-24;8;-15
-20;-21;-19
-16;-23;-7
0;-1;-17
17;-8;-21
22;6;-18
27;21;-14
21;0;-12
-1;-15;8
-11;5;9
-4;16;5
-9;17;3
-14;26;-2
-8;25;-11
0;14;-19
7;2;-16
19;-16;-11
28;-26;-14
33;-16;-21
36;-10;-25
26;-20;-31
3;-9;-25
-11;5;-27
-12;0;-22
-14;-3;-11
-16;1;-13
0;11;-21
20;12;-21
14;-4;-9
4;6;-3
8;13;-14
5;1;-19
-4;7;-13
-5;3;-6
-4;-12;-5
4;-4;-11
22;9;-15
32;10;-17
17;-4;-8
1;-6;-8
5;14;-7
10;19;-12
-8;16;-2
-18;16;2
-9;4;-13
6;-1;-23
12;-13;-29
13;-7;-33
8;11;-13
1;0;-2
1;-12;-7
6;-9;-6
9;-3;-9
8;13;-5
12;25;-9
8;15;-17
0;-4;-23
0;9;-24
8;16;-24
8;2;-23
-5;-9;-18
-1;4;-13
9;15;-10
4;18;-14
-12;23;-7
-15;33;-13
-14;35;-19
-23;18;-15
-39;5;-8
-24;16;-11
-3;25;-18
-6;10;-27
-23;2;-21
-15;24;-28
0;20;-23
-11;5;-14
-26;10;-12
-23;23;-21
-34;21;-14
-43;16;-12
-33;25;-21
-22;11;-32
-25;5;-37
-27;21;-34
-24;32;-30
-34;39;-11
-28;37;-25
-31;30;-9
-58;39;4
-70;64;-10
-43;51;-24
-32;37;-18
-41;18;-33
-46;6;-36
-45;5;-54
-38;17;-60
-37;32;-32
-50;37;-13
-64;9;-12
-67;17;-5
-60;66;-2
-44;89;-51
-36;60;-74
-46;62;-43
-63;51;-46
-76;-11;-36
-69;-1;-20
-60;16;-29
-62;8;-26
-67;7;-44
-78;17;-90
-70;41;-98
-60;67;-76
-76;48;-46
-80;37;-30
-72;26;0
-55;44;2
-42;43;-8
-54;-2;-81
-62;-12;-90
-58;54;-50
-58;96;-24
-68;62;-8
-85;-16;22
-79;-5;-1
-42;25;-56
-16;63;-65
-10;62;-52
-32;-22;-34
-65;-12;5
-78;23;11
-70;-23;-43
-43;-12;-16
-54;7;-17
-77;7;-70
-67;70;-82
-6;118;-117
35;30;-85
-8;-2;-33
-79;-47;7
-102;-49;22
-66;23;-7
-14;35;11
-42;-20;43
-114;-25;-20
-116;-16;-99
-17;-3;-101
121;111;-160
73;113;23
-83;55;-9
-107;92;-27
-47;132;-17
-17;36;-33
-82;-69;-68
-114;-69;-56
-114;-69;-56
-94;-38;-144
11;61;-157
33;58;-90
-37;54;-45
-62;16;-24
-61;-55;-68
-24;59;-66
-13;65;-65
-34;131;-92
-39;141;-97
-12;105;-118
-6;2;-110
-33;-90;-113
-55;-135;-87
-7;-104;-94
22;-41;-91
47;71;-44
12;89;-63
16;97;-58
59;31;-52
36;6;-40
31;10;-63
70;-17;-84
105;-13;-85
106;-13;-46
42;47;-45
65;43;-50
98;-17;-8
70;17;-14
48;-7;-19
74;-8;-41
96;-53;-14
81;-6;-83
94;65;-33
86;42;-21
68;27;-40
112;10;-17
107;-19;-28
103;41;-29
111;4;30
36;-25;-11
80;12;-37
185;-38;-65
143;-63;-30
66;8;-3
86;-3;13
108;-35;-13
115;-38;-17
173;-26;-53
201;-80;39
139;-60;-45
137;-21;-1
123;9;5
99;28;26
88;58;25
141;52;42
185;-38;-5
226;-131;-26
219;-175;-10
171;-173;42
141;-83;90
182;-33;162
218;-22;175
195;-48;173
155;-10;161
155;-8;197
152;-60;203
156;-103;182
145;-171;230
92;-218;214
50;-133;202
67;-33;95
111;1;117
151;-5;73
162;-81;84
104;-114;66
68;-67;60
75;-30;85
47;-93;76
-8;-76;-14
30;-31;0
95;-57;-15
104;-84;-36
61;-42;-10
30;-28;63
-9;-61;29
-4;2;22
37;28;77
40;-3;31
57;31;24
122;56;25
186;54;-7
228;-9;55
152;-179;168
-59;-171;161
-68;56;1
118;78;26
208;42;0
305;-70;-83
351;-83;-32
351;-137;112
157;-221;178
-72;-154;235
-180;26;179
58;122;25
335;62;-60
423;-56;-125
409;-56;-59
286;16;63
121;108;129
-10;1;209
-177;-88;143
-171;30;-24
138;-1;-169
360;-113;-253
282;-62;-118
106;47;47
-91;121;130
-135;308;45
49;133;21
77;-143;-28
32;-139;-83
88;-155;-99
199;-51;-113
175;75;-95
132;133;-49
91;104;-21
42;12;-4
-56;-84;81
-110;-72;-21
17;-48;-95
58;-24;-164
0;-1;-149
-59;115;-44
-83;145;-14
-2;73;-20
35;-72;-1
-24;-132;-114
-9;-81;-69
-2;-107;-72
-14;-58;-147
46;98;-82
13;62;38
-190;83;58
-220;220;-12
-46;91;-82
78;-42;-135
60;-59;-90
0;-51;-27
-13;4;4
-76;81;38
-138;109;2
-51;35;-36
-42;-97;-95
-8;-20;-103
50;-21;-87
19;-42;-48
-12;2;11
-70;29;53
-72;7;-7
32;-19;-45
43;8;-13
-24;-12;42
-36;-7;37
-20;47;23
14;67;10
43;-1;11
-20;-68;-11
-73;-61;-32
-86;-64;25
-88;-10;-23
-21;109;-70
32;154;-42
-4;114;-28
-10;35;-63
27;-39;-50
24;-76;-47
35;-65;-74
30;-71;-59
-26;-38;-40
-34;0;-67
-31;10;-22
-65;49;-29
-17;56;-90
30;17;-70
11;19;-27
-52;18;-1
-108;58;20
-91;87;6
-13;44;-69
-5;-14;-78
-50;-41;-52
-69;-73;-64
-91;-80;-46
-105;-42;-29
-95;21;-8
-108;83;-2
-99;96;-31
-59;46;-58
-65;1;-22
-84;-3;-28
-62;-10;-51
-62;4;-25
-75;31;-18
-50;42;-38
-26;34;-16
-26;28;6
-17;-16;-44
-21;-58;-26
-18;-45;-20
-8;-26;-14
-12;5;-20
6;18;-21
31;20;-30
29;22;5
16;30;61
67;44;1
83;24;-19
56;-16;18
18;-50;-3
9;-55;-27
26;-31;-22
33;-14;-32
27;-19;-29
-19;-25;-7
-27;11;-11
8;56;-27
-2;68;-19
-23;42;-22
-22;2;-28
-28;-4;-8
-30;-3;-8
-9;-16;-24
3;-36;-18
1;-31;-15
8;-16;-17
5;-11;-2
-16;-14;0
-18;-6;-23
-3;0;-11
11;12;-9
25;18;-17
12;3;4
-9;7;0
-8;13;-14
-3;2;-20
3;7;-15
17;11;-12
33;-16;-20
35;-39;-11
13;-41;-17
21;-36;-32
34;-29;-33
19;-3;-17
5;26;-24
10;34;-16
-4;45;1
-4;54;-1
8;20;-5
-3;-11;5
-16;-4;0
-12;14;-19
-7;9;-19
-13;-4;-17
-15;-1;-24
-12;-11;-19
-14;-15;1
-6;16;-15
16;19;-25
12;19;-14
-2;24;-15
7;12;-19
12;-6;-15
-7;-15;-17
-11;-10;-27
6;-14;-25
13;-21;-20
18;-19;-24
30;-2;-17
34;5;-3
31;-10;-19
45;-9;-50
47;-9;-31
30;7;-18
6;-7;-9
-16;-24;13
-21;10;17
-4;29;-3
0;9;-9
-9;-19;-13
-2;-26;-24
21;-19;-33
32;-26;-31
26;-33;-19
27;-17;-5
22;-2;-9
2;3;-12
-13;27;-24
-31;36;-21
-45;50;3
-41;47;16
-37;19;14
-18;25;3
9;24;-17
16;6;-36
6;-5;-34
-12;-5;-36
-14;-21;-31
-7;-24;-19
-8;-10;-1
-13;-6;-3
-9;7;-9
-4;33;-11
-3;52;-14
-5;52;-17
1;47;-12
14;13;-20
35;-16;-25
44;-19;-8
43;-35;-3
32;-43;0
13;-32;-6
-4;-13;1
-15;-4;-2
-17;-6;-9
-14;3;-23
-1;14;-28
13;13;-27
15;6;-18
7;15;-2
0;28;0
-4;21;-10
6;14;-19
9;4;-15
11;-18;-9
3;-39;-21
-2;-41;-20
-1;-23;-19
2;-4;-24
-2;21;-19
-1;39;-8
6;36;-10
16;26;-3
25;31;3
30;26;2
29;-1;-9
28;-18;-9
22;-16;-10
21;-9;-13
28;-28;-15
22;-31;-6
11;-17;2
16;-4;-4
25;7;-7
28;31;-6
14;34;-8
-5;32;3
-22;33;1
-19;24;-22
-4;16;-40
7;16;-59
4;1;-36
-27;-28;-13
-81;-39;13
-133;-17;-14
-111;15;-78
-53;47;-125
-28;46;-138
-50;42;-121
-104;53;-57
-153;55;-8
-173;26;-43
-157;25;-1
-146;71;69
-138;79;63
-143;82;46
-121;115;21
-53;98;-60
-5;61;-47
-16;79;-17
-49;49;-40
-65;-21;-33
-96;-33;9
-112;-17;-26
-78;-18;-58
-22;40;-37
5;51;-50
-25;23;-30
-58;37;14
-41;44;-9
-20;8;-48
4;1;-114
6;-45;-129
-12;-43;-124
-33;-51;-87
-68;21;-42
-33;100;-38
43;45;12
66;45;45
59;30;-23
54;-33;-51
39;-36;33
-2;10;84
-96;-59;52
-120;-96;28
-45;1;6
9;80;-51
37;52;-80
6;-14;-50
-15;31;-60
-29;-24;-30
-28;-2;-30
21;7;-84
46;34;-30
24;103;-22
16;68;-78
-53;0;35
-69;79;32
-47;40;-37
-9;-4;-61
-18;-5;-93
-40;-59;-93
-16;-28;-23
-26;43;-22
-11;21;-89
7;48;-7
-32;31;-24
-68;-11;-48
-39;-1;-27
-26;-28;-46
-24;-41;-28
-38;-43;-1
-63;39;-21
-31;121;-102
38;111;-48
-5;83;-24
-83;1;-36
-109;-34;36
-133;16;-31
-58;7;-124
27;-28;-85
-13;36;-82
-17;3;-59
-66;-11;26
-127;38;-72
-132;-76;-43
-108;-40;-90
-43;38;-110
-22;-28;-41
-85;82;-22
-59;141;-32
-4;11;-55
-45;67;-39
-117;77;-41
-96;5;-111
-25;-4;-89
-9;2;-33
-21;45;-64
-6;36;-34
-8;35;-32
1;15;-43
-81;-29;-69
-108;79;-79
39;-1;-172
119;-32;-88
10;-45;-35
-71;6;-83
66;27;-93
97;-39;-49
21;5;-73
11;-8;-16
28;17;-78
133;64;-62
136;0;-27
108;55;-38
139;17;6
143;-11;-13
133;19;39
111;-40;-30
152;-57;16
110;-50;9
96;-1;-43
176;-33;-12
212;-70;-27
182;-69;19
101;-66;77
36;17;27
65;62;18
129;-42;-15
54;-83;-100
44;17;-85
136;36;-27
163;18;-24
163;8;60
185;-27;50
212;-14;51
199;-71;136
124;-77;35
142;-9;47
182;-54;56
152;-132;22
110;-88;16
131;-94;96
132;-112;-1
196;-76;33
223;-96;114
204;-108;119
142;-125;211
65;-112;169
52;-55;167
105;-35;202
103;-53;81
147;16;61
169;-49;123
117;-106;76
100;-90;120
81;-165;114
74;-146;67
70;-126;85
81;-155;69
87;-115;25
68;-18;32
57;38;87
11;5;29
-11;50;-7
32;74;-9
69;10;-17
49;-27;-23
46;-21;24
41;-24;56
27;-10;19
63;-32;44
63;-32;44
103;-98;59
77;-152;85
15;-88;29
66;54;7
145;98;3
165;58;-20
181;-3;14
208;-89;32
218;-118;67
170;-176;219
3;-124;110
-54;137;49
61;203;106
200;25;-11
259;-161;-48
261;-238;38
187;-232;34
123;-42;63
9;95;96
-36;223;-32
92;190;-63
214;-10;-82
256;-147;-24
208;-170;20
151;-101;65
-51;32;161
-248;271;36
-35;244;-77
214;-44;-173
188;-159;-189
94;-149;-117
54;-107;-31
5;22;45
-93;84;149
-228;116;37
-75;134;-120
142;-31;-164
174;-120;-143
161;-80;-125
88;42;-9
-15;73;70
-107;71;51
-133;22;35
-44;-19;-60
116;-68;-153
133;-96;-116
74;-58;-51
25;62;17
-72;123;61
-121;188;23
-78;104;-43
58;-72;-135
103;-162;-117
49;-77;-33
7;-24;-12
-74;-68;26
-74;12;8
-39;29;18
-125;63;3
-67;77;-92
11;-46;-117
10;-85;-96
-10;-46;-32
-27;-27;2
28;69;-11
110;18;14
61;-45;13
-55;42;-34
-60;30;0
-55;-70;5
-111;30;-37
-67;58;-91
-10;-29;-90
-51;39;-28
-68;94;-31
-15;69;-14
43;-4;-52
63;85;-22
7;-20;-27
-53;-2;13
28;23;-42
12;-57;-54
-102;6;-41
-93;31;-86
3;2;-91
13;36;-39
-29;37;-4
-41;-43;51
-10;-12;35
21;-38;-18
22;-113;-30
19;-70;-42
40;39;-65
50;-3;-33
4;-4;-30
-31;64;-36
-20;45;-38
-51;38;2
-65;67;-2
-28;6;-5
-11;-10;12
8;22;-13
37;-7;-18
36;-62;-24
33;-39;-41
24;6;-48
10;14;-54
16;20;-47
23;-14;-18
1;-33;18
3;-24;1
32;12;-6
34;1;-1
24;39;-10
19;65;-20
12;50;-17
40;-32;-56
67;-52;-49
61;-17;-18
24;-10;3
-26;35;39
-70;88;46
-24;71;-11
40;17;-28
27;-5;-31
11;-60;-78
6;-62;-38
6;-3;-16
7;6;-5
15;24;-32
32;22;-47
40;-17;-74
59;-42;-67
52;26;-8
28;54;4
-1;39;15
-30;20;5
-23;-29;-8
-38;-29;20
-41;-13;-17
-6;-24;-48
28;-14;-42
49;0;-46
44;-16;-30
-38;-34;13
-93;-15;-38
-45;24;-67
-26;10;29
42;27;1
32;0;-45
-8;-45;-34
-20;-26;-23
-6;-11;-23
-10;-11;-11
-32;5;-20
-14;21;-42
-11;-11;-31
-49;-24;-9
-46;6;-25
3;23;-26
24;16;2
11;32;-5
12;23;-29
-2;-22;-15
-32;-34;-13
-27;-25;-31
1;0;-29
25;14;-31
33;13;-26
25;15;-7
25;44;-9
35;32;-5
6;16;4
-27;9;4
-43;-15;14
-47;-11;20
-49;-8;-11
-43;-22;-22
-15;-3;-31
14;-13;-47
2;-34;-44
-13;-3;-28
-3;25;-18
-2;20;-3
-29;37;6
-32;53;-11
-28;23;-21
-41;-3;-27
-36;3;-32
-14;-5;-25
0;-20;-18
8;-26;-11
20;-27;-21
29;-27;-19
7;-19;-3
-5;16;-18
6;20;-17
10;15;-5
7;22;1
20;20;-9
42;-22;-4
47;-44;3
51;-37;0
43;-41;4
25;-33;14
24;-12;10
26;4;5
24;12;-1
27;11;-10
8;2;-16
-9;2;-16
0;16;-2
11;15;-6
7;-8;-17
-2;1;-15
-12;19;-21
-21;15;-30
-21;6;-29
-21;-6;-23
-23;-7;-24
-14;-12;-20
-7;-19;-13
1;-11;-16
11;-7;-14
16;12;-28
19;32;-15
16;45;-8
12;36;-15
15;7;-9
19;-6;-10
23;-22;-13
22;-40;-15
23;-46;-10
23;-39;-15
-12;40;-145
-221;150;-107
-457;150;48
-333;242;-57
-123;169;-75
-104;116;-65
-137;49;-65
-94;-62;-32
-8;-54;49
113;-50;77
225;-115;100
321;-101;73
312;-111;48
204;-106;33
77;-73;15
-36;-48;31
-110;5;74
-112;28;49
-68;-1;36
-58;-20;31
-48;-31;71
-38;-44;107
-8;-51;17
50;-60;2
146;-79;40
217;-126;-30
234;-115;0
202;-59;-2
62;0;-8
-62;42;184
-391;115;2191
-287;118;1058
-57;-242;382
8;578;-285
-25;778;-726
-47;720;-810
-35;370;-568
-34;-42;-236
81;-233;-77
149;-243;29
111;-94;134
67;-64;296
6;-64;520
-12;-91;621
-56;-205;796
-57;-492;1035
12;-729;650
79;-596;-128
-22;86;-354
-60;639;-70
276;-51;-579
424;-300;-1045
137;281;-857
21;339;-368
53;486;-250
-25;555;10
-126;83;579
-36;-213;678
113;-435;287
-80;67;450
-90;272;615
-15;-60;941
36;-317;1141
88;-281;1123
159;-58;843
193;-164;743
179;-281;668
106;-237;610
54;-260;510
85;-310;384
149;-200;291
221;24;180
260;210;121
268;282;83
250;387;17
221;599;-15
172;832;-3
143;985;-43
144;1057;-107
163;1053;-184
190;1002;-257
200;914;-293
200;804;-339
184;717;-328
128;557;-163
97;286;-29
117;45;96
196;-110;104
313;-151;67
413;-82;35
468;40;44
490;94;52
502;70;75
505;18;58
491;-56;9
471;-138;-52
455;-204;-67
428;-264;-62
387;-309;-38
334;-326;12
288;-300;39
262;-235;94
257;-166;110
266;-129;113
267;-105;124
254;-107;101
244;-104;95
238;-94;70
247;-99;24
254;-93;6
245;-97;-5
221;-103;-1
195;-91;24
183;-87;31
177;-75;43
169;-54;52
159;-58;71
159;-67;71
155;-63;50
146;-77;30
148;-113;-27
163;-121;-72
168;-105;-91
160;-79;-101
142;-44;-93
130;-26;-80
125;-17;-66
114;-16;-44
105;-31;-20
90;-47;-1
70;-56;11
98;-29;59
21;-28;19
-21;-17;3
70;52;105
70;21;141
11;45;153
-84;93;141
-19;200;133
48;196;88
65;113;39
112;-8;15
41;-46;6
1;-39;-5
4;-42;-22
19;-29;-36
22;-2;-39
1;22;-30
-29;44;-31
-54;61;-40
-54;60;-45
4;19;-30
10;-2;-20
-13;12;-13
-23;24;-16
-11;35;-7
-2;32;0
-2;33;4
1;30;19
7;21;29
4;15;43
0;13;44
4;6;30
4;-8;11
2;-20;-9
8;-15;-24
13;29;-38
-4;69;-45
-12;85;-49
9;74;-44
31;43;-37
26;33;-22
15;32;-4
24;45;9
20;81;27
7;100;40
-5;107;48
-8;101;42
-6;90;39
-2;80;44
-6;76;42
0;74;40
0;73;41
4;65;37
10;66;38
10;54;38
8;35;26
11;27;14
17;52;11
21;75;13
22;76;15
24;83;31
19;84;36
24;76;38
40;55;26
46;30;20
34;26;11
37;32;0
48;33;-11
57;46;-11
62;62;-16
53;73;-7
48;74;1
37;69;8
38;30;10
13;19;10
18;13;1
24;-3;-5
23;-15;-4
27;-21;-2
38;9;4
39;32;7
29;23;9
8;13;5
-7;1;-2
-11;6;-12
-13;16;-11
-8;15;-14
5;21;-19
12;33;-31
16;26;-31
18;26;-29
6;39;-22
3;41;-12
6;48;1
1;51;1
-5;49;4
-8;35;3
-9;23;2
-3;14;-2
1;13;2
6;22;-3
11;20;4
16;10;8
1;-11;51
63;35;18
-14;69;26
-1;52;-2
45;43;-11
69;33;-25
9;-19;-26
33;9;-21
28;42;-21
19;44;-22
16;42;-17
20;42;-8
24;39;-4
24;33;4
25;32;9
18;23;3
11;23;-2
6;21;-9
8;24;-21
14;12;-26
16;-3;-16
9;-11;0
3;-11;15
4;6;28
13;10;38
14;18;46
11;18;46
-2;8;49
-13;5;43
-17;12;30
-16;13;25
3;2;18
9;3;8
11;5;6
14;16;9
10;33;14
5;38;15
3;41;18
6;32;13
7;24;13
6;20;11
5;20;14
7;34;13
4;39;13
2;40;21
-6;40;27
-14;38;33
-14;33;32
-14;28;30
-16;21;34
-16;12;31
-17;17;31
-25;23;38
-11;12;31
-16;14;38
-20;-1;47
-14;1;48
-8;6;48
-3;9;60
42;51;31
-42;55;35
12;70;-8
34;30;-14
-15;-2;-11
-15;-2;-11
-21;5;-3
-1;9;8
3;28;10
-4;41;15
-2;40;13
3;41;12
6;33;6
4;9;-4
-2;-5;-9
5;-13;-11
10;-18;-6
4;-19;4
-4;-21;14
-5;-13;20
-5;1;24
-2;11;22
2;18;19
0;17;15
-5;10;9
-6;6;2
-2;8;4
1;12;6
0;10;9
1;14;3
7;18;4
13;14;0
13;-2;-8
15;-8;-7
17;-10;-7
18;-12;-6
13;-1;-5
6;6;-9
5;10;-13
5;17;-6
6;14;-3
1;5;-3
-5;0;-4
-7;5;3
-7;10;8
-7;12;10
-13;8;11
-11;5;13
-2;8;15
9;30;20
15;32;21
11;20;14
5;9;10
2;7;7
5;9;3
4;4;3
5;-8;7
3;-13;13
2;-8;14
6;10;18
17;25;18
22;24;13
22;14;13
17;12;17
13;9;20
11;13;23
2;21;24
-2;14;22
-3;12;20
-2;15;19
4;21;19
4;26;23
-1;31;25
-8;27;23
-11;16;24
-1;-14;30
16;-38;33
-1;-56;122
65;99;51
-56;82;13
-4;7;-31
17;-7;-23
-7;16;-6
3;4;8
-11;13;22
21;21;27
6;19;26
8;9;22
12;14;17
17;20;10
7;25;1
10;15;-7
14;4;-8
5;-4;-11
-4;-3;-12
-12;-4;-13
-14;-10;-11
-9;-16;-10
-7;-22;-6
-9;-18;-2
-11;-11;-4
-14;2;-7
-14;2;-15
-7;4;-13
1;-2;-9
7;-2;-4
6;-3;1
4;-6;7
2;1;5
-1;13;2
4;14;0
4;14;-1
8;14;-1
-4;7;1
-4;-1;-5
-4;1;-5
-6;0;-2
4;-3;1
4;-5;3
-2;-3;5
-7;-3;6
-4;-2;8
-1;2;9
-2;10;6
-5;11;11
-7;3;10
-5;-2;4
0;9;3
11;26;2
14;22;-3
10;14;1
4;4;10
0;-8;14
3;-8;16
0;12;18
0;14;12
4;2;11
8;-8;-15
1;-7;11
-1;-7;9
-3;-4;8
-6;-6;10
0;-12;13
2;-14;11
6;-13;9
7;-6;8
7;3;8
3;5;3
-4;9;2
-5;4;1
-2;-4;-1
0;-9;0
2;-11;1
2;-2;8
3;7;16
10;-2;20
11;-16;20
18;-34;17
23;-31;18
23;-52;19
168;-72;52
103;-112;31
57;-67;45
111;-50;79
173;-67;91
185;-88;108
232;-232;132
197;-224;160
153;-163;184
203;-204;188
238;-198;193
239;-165;191
251;-133;181
261;-106;160
258;-87;142
259;-86;113
271;-111;94
286;-128;70
299;-154;41
317;-183;18
337;-195;5
354;-194;-11
372;-172;-15
384;-146;-22
390;-126;-39
394;-99;-48
397;-62;-54
392;-29;-63
381;-1;-68
372;26;-76
364;42;-87
354;52;-83
345;68;-68
330;90;-52
302;106;-30
278;121;-31
260;127;-37
251;131;-55
261;133;-78
269;137;-80
265;137;-93
258;145;-87
247;156;-82
239;166;-79
236;158;-63
237;163;-50
232;181;-36
206;192;-13
180;204;11
151;225;36
113;242;50
78;258;58
43;279;63
9;284;59
-12;256;73
-27;222;116
-52;207;158
-81;198;163
-96;194;165
-104;196;152
-100;189;141
-81;158;134
-49;162;144
-26;170;136
-11;171;128
-1;169;133
5;161;117
17;113;92
38;75;69
57;48;81
69;40;106
75;54;102
85;75;114
94;80;144
99;81;156
105;38;175
115;-27;165
125;-104;151
136;-120;120
136;-95;99
122;-38;67
116;32;54
102;81;73
77;111;107
44;93;138
13;-21;182
-7;-124;266
-13;-148;313
7;-68;301
23;42;278
17;91;268
11;116;265
10;113;255
16;91;251
24;37;271
32;-34;280
46;-64;266
51;-118;272
53;-172;291
56;-147;311
54;-65;344
49;25;368
48;67;392
52;81;429
31;38;485
-8;-64;548
-40;-164;637
-61;-257;698
-68;-312;658
-50;-289;515
-11;-216;188
22;-297;-232
72;-524;-269
117;-613;-67
67;-487;298
-35;-207;576
-126;17;555
-199;166;378
-184;292;76
-69;322;-149
45;277;-173
62;175;-6
17;6;133
-31;-176;160
-40;-348;134
-13;-478;34
20;-457;-67
21;-195;-137
7;121;-151
-4;252;-154
-18;275;-18
-82;330;43
-123;268;-44
-113;0;-144
-78;-285;-208
-56;-472;-205
-44;-547;-199
-30;-516;-197
-33;-390;-197
-63;-247;-211
-106;-81;-230
-129;103;-212
-90;222;-119
-10;218;-10
57;110;58
100;-19;121
124;-61;139
180;17;92
232;108;-11
227;160;-67
166;168;-61
106;118;-35
60;34;-3
21;-32;10
-30;-37;30
-75;-10;27
-71;24;11
-51;79;27
-32;84;50
-7;45;37
1;13;19
-7;18;-58
-66;-2;28
-96;29;113
-70;51;182
-49;29;186
-14;2;185
29;-33;177
42;-76;95
12;-85;58
-12;-52;70
-1;22;49
16;111;2
19;114;-9
16;40;-27
13;-7;-60
30;-69;-68
56;-109;-47
57;-75;-45
72;-9;-75
96;-6;-111
104;13;-128
124;31;-121
157;35;-129
168;71;-135
146;41;-69
80;-24;-22
-30;-47;-18
-127;-107;-71
-139;-174;-86
-148;-237;-89
-195;-257;-48
-217;-158;8
-184;-26;51
-140;76;60
-91;117;102
-47;109;117
-43;128;107
-48;85;70
-29;-34;26
5;-100;60
65;-53;197
122;56;259
65;144;170
-78;85;64
-111;-99;43
-26;-150;41
41;-75;33
49;-1;20
67;16;-3
65;89;-41
13;142;-28
-55;79;34
-95;-6;81
-146;-45;82
-166;-52;93
-67;-38;120
81;11;5
139;68;-107
126;119;-179
91;28;-130
112;-76;-58
157;-73;-61
78;-32;-13
-14;23;27
-52;78;36
-96;65;25
-142;57;47
-155;67;70
-150;52;80
-139;41;51
-73;-5;3
-12;-38;-1
13;7;-1
37;46;61
86;51;57
121;16;5
79;-32;41
58;-33;-4
0;13;-43
-50;66;-80
-88;60;-47
-129;86;-9
-119;146;-80
-116;106;-23
-92;104;28
-45;112;44
-55;36;10
-110;-37;-11
-88;-70;-50
-104;-30;-6
-108;-13;-14
-103;-15;-52
-123;8;-49
-138;47;-65
-158;74;-51
-118;58;-15
-109;57;51
-123;112;81
-152;89;85
-146;65;57
-121;82;47
