mean_x;mean_y;mean_z;var_x;var_y;var_z;peak_to_peak_x;peak_to_peak_y;peak_to_peak_z;zero_crossings_x;zero_crossings_y;zero_crossings_z;Activity
-15.67;78.93;64.32;8807.89;70377.46;26203.65;353;904;567;4;2;2;SquatJack
-10.48;-8.6;52.35;9800.85;10434.57;15565.33;401;420;497;5;12;8;SquatJack
23.22;45.48;-28.92;10153.14;16178.35;35098.81;430;617;900;8;9;8;SquatJack
63.78;-31.67;23.52;145218.57;32556.42;55550.68;2163;894;1141;7;11;8;SquatJack
-15.18;98.92;69.25;53431.78;29183.54;30000.95;827;696;673;6;11;11;SquatJack
-51.18;36.1;39.88;16828.75;15990.72;5378.47;498;451;320;4;4;13;SquatJack
28.3;-0.55;-25.55;4833.54;4412.01;15790.65;294;301;443;8;10;7;SquatJack
45.62;-24.47;-62.38;6356.34;14387.05;6325.77;297;530;327;4;7;8;SquatJack
227.03;75.12;-17.5;4833.17;13970.44;21745.65;254;454;565;0;7;1;SquatJack
-14.13;23.22;328.88;16207.35;12524.3;14949.6;486;429;477;4;12;0;SquatJack
80.02;10.32;5.25;3519.75;2764.48;5098.75;265;209;280;4;16;14;SquatJack
39.47;28.9;-30.07;1900.05;2999.46;3236.8;167;258;241;8;10;11;SquatJack
30.42;-13.45;-36.18;1727.71;3797.95;2306.82;204;306;184;6;10;12;SquatJack
107.58;-48.12;-129.63;3574.11;3564.34;1121.13;261;300;145;0;4;0;SquatJack
219.0;110.08;167.9;15194.1;11985.14;61677.69;486;448;845;1;8;5;SquatJack
16.85;10.95;226.87;5579.86;6050.51;43198.12;246;285;704;5;10;4;SquatJack
82.1;23.95;-50.92;2551.29;3521.31;7500.84;215;290;402;1;11;9;SquatJack
13.72;18.92;-27.08;6766.24;7923.38;32843.61;337;396;753;7;13;9;SquatJack
48.5;-20.97;-74.63;3301.05;4689.0;10103.07;244;306;445;7;13;14;SquatJack
228.65;-0.07;-102.2;6394.46;18362.73;9640.09;312;654;470;0;11;9;SquatJack
76.47;0.25;395.17;24488.72;20418.02;26981.94;558;554;745;8;14;2;SquatJack
99.08;33.92;1.57;4158.41;3858.71;8921.78;257;245;364;4;13;5;SquatJack
52.23;-3.35;-50.38;2988.61;4615.63;1374.74;236;281;151;8;15;4;SquatJack
32.57;-15.92;-39.72;1118.95;3336.94;2575.6;166;222;212;5;8;10;SquatJack
115.47;-68.25;-108.08;6043.65;6011.39;10800.48;244;406;468;3;4;8;SquatJack
264.07;45.62;115.27;6505.96;13029.14;48437.06;356;473;802;0;12;3;SquatJack
4.15;-15.22;242.7;4038.79;13828.27;40237.64;279;487;685;11;12;3;SquatJack
82.22;0.88;5.7;3466.3;6424.5;3322.44;250;298;294;4;14;14;SquatJack
63.77;-0.23;-67.58;2242.51;3194.85;2554.11;237;264;207;4;15;6;SquatJack
53.48;-51.97;-91.35;4461.58;7573.5;7977.76;325;383;351;10;9;6;SquatJack
259.45;30.98;-81.63;7922.68;19332.95;8965.87;372;630;432;0;9;5;SquatJack
92.0;-47.9;370.28;18964.7;20864.06;41454.1;483;601;711;6;9;2;SquatJack
77.27;24.4;20.17;6607.93;13621.14;10523.84;412;525;447;8;10;14;SquatJack
47.12;-2.92;-62.4;6545.1;5978.71;3743.54;334;325;277;7;13;9;SquatJack
44.58;-33.33;-26.27;7085.74;4249.52;4395.5;331;283;268;7;8;11;SquatJack
123.57;-63.43;-123.82;5137.01;8143.08;1999.42;273;309;180;0;6;0;SquatJack
242.92;67.95;137.52;10365.21;33116.88;44946.38;425;827;785;0;13;7;SquatJack
16.23;-29.78;248.32;5821.48;7225.0;57512.15;298;396;888;6;12;4;SquatJack
76.33;7.13;-40.0;3096.49;4784.82;8099.23;194;316;404;7;14;11;SquatJack
36.18;-4.42;-40.2;2108.35;4305.38;2676.16;179;308;232;10;13;12;SquatJack
35.82;-23.4;-41.05;2526.95;3578.44;3713.65;220;313;237;7;10;7;SquatJack
155.45;-46.77;-143.6;9342.91;15919.11;6276.74;350;521;315;0;6;0;SquatJack
205.33;14.35;326.68;35553.59;25196.39;82487.15;571;654;937;5;14;5;SquatJack
64.32;-7.95;82.03;3275.85;3408.45;13268.67;250;268;538;7;12;7;SquatJack
86.4;4.57;-69.0;2691.64;7280.15;7245.63;223;363;362;3;12;8;SquatJack
33.57;-19.22;-18.8;4331.98;3087.34;6830.43;290;246;453;10;12;13;SquatJack
84.75;-37.58;-147.67;6260.45;7685.88;13009.02;315;361;480;6;8;4;SquatJack
279.1;3.43;109.7;10140.69;8893.91;79337.14;386;435;967;0;13;5;SquatJack
19.93;-10.33;233.95;6087.6;5452.42;78118.68;286;317;930;5;12;8;SquatJack
89.83;-6.48;-30.83;918.93;2780.6;8329.27;103;225;258;0;5;5;SquatJack
